呾楊靡備,珆尨靡備,翹秶坰竘,隙溫坰竘,翹秶偌瑩ID,隙溫偌瑩ID,翹秶偌瑩奀潔(ms),隙溫偌瑩奀潔(ms),橈勤晊奀(ms),呾楊す歙晊奀(ms),眈勤晊奀(ms)
smc_11-21-秞論聆彸smc,smc,157,157,27,27,16062.9,16077.5,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,158,158,25,25,16171.7,16186.5,14.8,14.653982300884946,0.14601769911505436
smc_11-21-秞論聆彸smc,smc,159,159,68,68,16179.1,16195.2,16.1,14.653982300884946,1.446017699115055
smc_11-21-秞論聆彸smc,smc,160,160,23,23,16292.9,16308.3,15.4,14.653982300884946,0.746017699115054
smc_11-21-秞論聆彸smc,smc,161,161,69,69,16304.9,16320,15.1,14.653982300884946,0.4460176991150533
smc_11-21-秞論聆彸smc,smc,162,162,21,21,16417.5,16430.3,12.8,14.653982300884946,-1.853982301
smc_11-21-秞論聆彸smc,smc,163,163,71,71,16424.5,16440.6,16.1,14.653982300884946,1.446017699115055
smc_11-21-秞論聆彸smc,smc,164,165,20,20,16543.5,16561.1,17.6,14.653982300884946,2.946017699115055
smc_11-21-秞論聆彸smc,smc,165,164,73,73,16546.9,16559.8,12.9,14.653982300884946,-1.753982301
smc_11-21-秞論聆彸smc,smc,166,166,18,18,16634.3,16650.5,16.2,14.653982300884946,1.546017699115053
smc_11-21-秞論聆彸smc,smc,167,167,75,75,16671.7,16685.8,14.1,14.653982300884946,-0.553982301
smc_11-21-秞論聆彸smc,smc,168,168,16,16,16758.3,16780.1,21.8,14.653982300884946,7.146017699115054
smc_11-21-秞論聆彸smc,smc,169,169,76,76,16790.1,16802.4,12.3,14.653982300884946,-2.353982301
smc_11-21-秞論聆彸smc,smc,170,170,18,18,16854.5,16883.5,29,14.653982300884946,14.346017699115054
smc_11-21-秞論聆彸smc,smc,171,171,75,75,16910.9,16924,13.1,14.653982300884946,-1.553982301
smc_11-21-秞論聆彸smc,smc,172,172,20,20,17004.1,17020.3,16.2,14.653982300884946,1.546017699115053
smc_11-21-秞論聆彸smc,smc,173,173,73,73,17025.7,17041.2,15.5,14.653982300884946,0.8460176991150536
smc_11-21-秞論聆彸smc,smc,174,174,21,21,17111.3,17123.9,12.6,14.653982300884946,-2.053982301
smc_11-21-秞論聆彸smc,smc,175,175,71,71,17145.9,17162.4,16.5,14.653982300884946,1.8460176991150536
smc_11-21-秞論聆彸smc,smc,176,176,23,23,17243.7,17255.9,12.2,14.653982300884946,-2.453982301
smc_11-21-秞論聆彸smc,smc,177,177,69,69,17271.7,17287.4,15.7,14.653982300884946,1.046017699115053
smc_11-21-秞論聆彸smc,smc,178,178,25,25,17363.9,17376.7,12.8,14.653982300884946,-1.853982301
smc_11-21-秞論聆彸smc,smc,179,179,68,68,17378.9,17394.4,15.5,14.653982300884946,0.8460176991150536
smc_11-21-秞論聆彸smc,smc,180,180,27,27,17489.9,17505.8,15.9,14.653982300884946,1.246017699115054
smc_11-21-秞論聆彸smc,smc,181,181,66,66,17513.3,17525,11.7,14.653982300884946,-2.953982301
smc_11-21-秞論聆彸smc,smc,182,182,28,28,17612.3,17625.7,13.4,14.653982300884946,-1.253982301
smc_11-21-秞論聆彸smc,smc,183,183,64,64,17630.4,17648,17.6,14.653982300884946,2.946017699115055
smc_11-21-秞論聆彸smc,smc,184,184,30,30,17742.7,17756.9,14.2,14.653982300884946,-0.453982301
smc_11-21-秞論聆彸smc,smc,185,185,63,63,17759.6,17771.6,12,14.653982300884946,-2.653982301
smc_11-21-秞論聆彸smc,smc,186,186,32,32,17881.5,17896.5,15,14.653982300884946,0.34601769911505365
smc_11-21-秞論聆彸smc,smc,187,187,61,61,17894.2,17905.6,11.4,14.653982300884946,-3.253982301
smc_11-21-秞論聆彸smc,smc,188,188,33,33,17910.1,17925.9,15.8,14.653982300884946,1.1460176991150544
smc_11-21-秞論聆彸smc,smc,189,189,59,59,18018.8,18030,11.2,14.653982300884946,-3.453982301
smc_11-21-秞論聆彸smc,smc,190,190,35,35,18133.3,18147.1,13.8,14.653982300884946,-0.853982301
smc_11-21-秞論聆彸smc,smc,191,191,57,57,18150.6,18164,13.4,14.653982300884946,-1.253982301
smc_11-21-秞論聆彸smc,smc,192,192,37,37,18262.1,18276.7,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,193,193,56,56,18276.6,18291,14.4,14.653982300884946,-0.253982301
smc_11-21-秞論聆彸smc,smc,194,194,39,39,18392.3,18408.6,16.3,14.653982300884946,1.6460176991150544
smc_11-21-秞論聆彸smc,smc,195,195,54,54,18409,18422,13,14.653982300884946,-1.653982301
smc_11-21-秞論聆彸smc,smc,196,196,40,40,18532.5,18547.3,14.8,14.653982300884946,0.14601769911505436
smc_11-21-秞論聆彸smc,smc,197,197,52,52,18539.2,18553.2,14,14.653982300884946,-0.653982301
smc_11-21-秞論聆彸smc,smc,198,198,39,39,18661.1,18678.7,17.6,14.653982300884946,2.946017699115055
smc_11-21-秞論聆彸smc,smc,199,199,51,51,18671,18685.2,14.2,14.653982300884946,-0.453982301
smc_11-21-秞論聆彸smc,smc,200,200,37,37,18791.3,18806.3,15,14.653982300884946,0.34601769911505365
smc_11-21-秞論聆彸smc,smc,201,201,49,49,18806.4,18822.6,16.2,14.653982300884946,1.546017699115053
smc_11-21-秞論聆彸smc,smc,202,202,35,35,18920.5,18937.5,17,14.653982300884946,2.3460176991150536
smc_11-21-秞論聆彸smc,smc,203,203,47,47,18931.8,18946.4,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,204,204,33,33,19062.1,19077.5,15.4,14.653982300884946,0.746017699115054
smc_11-21-秞論聆彸smc,smc,205,205,45,45,19069,19084.6,15.6,14.653982300884946,0.9460176991150533
smc_11-21-秞論聆彸smc,smc,206,206,32,32,19189.1,19203.9,14.8,14.653982300884946,0.14601769911505436
smc_11-21-秞論聆彸smc,smc,207,207,44,44,19198.8,19212.2,13.4,14.653982300884946,-1.253982301
smc_11-21-秞論聆彸smc,smc,208,208,30,30,19327.1,19345.1,18,14.653982300884946,3.3460176991150536
smc_11-21-秞論聆彸smc,smc,209,209,42,42,19341.6,19356.8,15.2,14.653982300884946,0.5460176991150529
smc_11-21-秞論聆彸smc,smc,210,210,28,28,19460.9,19476.3,15.4,14.653982300884946,0.746017699115054
smc_11-21-秞論聆彸smc,smc,211,211,40,40,19466.3,19483.5,17.2,14.653982300884946,2.546017699115053
smc_11-21-秞論聆彸smc,smc,212,212,27,27,19585.3,19600.3,15,14.653982300884946,0.34601769911505365
smc_11-21-秞論聆彸smc,smc,213,213,39,39,19596.7,19610.5,13.8,14.653982300884946,-0.853982301
smc_11-21-秞論聆彸smc,smc,214,214,25,25,19707.1,19720.5,13.4,14.653982300884946,-1.253982301
smc_11-21-秞論聆彸smc,smc,215,215,37,37,19727.5,19742.7,15.2,14.653982300884946,0.5460176991150529
smc_11-21-秞論聆彸smc,smc,216,217,23,23,19850.9,19867.6,16.7,14.653982300884946,2.046017699115053
smc_11-21-秞論聆彸smc,smc,217,216,35,35,19852.1,19866.1,14,14.653982300884946,-0.653982301
smc_11-21-秞論聆彸smc,smc,218,218,21,21,19978.3,19990.9,12.6,14.653982300884946,-2.053982301
smc_11-21-秞論聆彸smc,smc,219,219,33,33,19994.5,20010.6,16.1,14.653982300884946,1.446017699115055
smc_11-21-秞論聆彸smc,smc,220,220,20,20,20116.1,20134.9,18.8,14.653982300884946,4.146017699115054
smc_11-21-秞論聆彸smc,smc,221,221,32,32,20131.9,20145.7,13.8,14.653982300884946,-0.853982301
smc_11-21-秞論聆彸smc,smc,222,222,30,30,20246.9,20262.9,16,14.653982300884946,1.3460176991150536
smc_11-21-秞論聆彸smc,smc,223,223,18,18,20248.1,20264.7,16.6,14.653982300884946,1.946017699115055
smc_11-21-秞論聆彸smc,smc,224,224,16,16,20404.1,20426.1,22,14.653982300884946,7.346017699115054
smc_11-21-秞論聆彸smc,smc,225,225,28,28,20421.7,20436.3,14.6,14.653982300884946,-0.053982301
