算法名称,显示名称,录制索引,回放索引,录制按键ID,回放按键ID,录制按键时间(ms),回放按键时间(ms),绝对延时(ms),算法平均延时(ms),相对延时(ms)
smc_11-21-叙4smc,smc,175,176,44,44,23673.2,23688.2,15.0,20.035148514851482,-5.035148514851482
smc_11-21-叙4smc,smc,176,177,40,40,23729.7,23754.9,25.2,20.035148514851482,5.164851485148517
smc_11-21-叙4smc,smc,177,178,52,52,23931.6,23952.4,20.8,20.035148514851482,0.7648514851485189
smc_11-21-叙4smc,smc,178,179,37,37,23972.7,23990.7,18.0,20.035148514851482,-2.035148514851482
smc_11-21-叙4smc,smc,179,180,45,45,23986.4,24005.8,19.4,20.035148514851482,-0.6351485148514833
smc_11-21-叙4smc,smc,180,182,44,44,24240.8,24272.6,31.8,20.035148514851482,11.764851485148519
smc_11-21-叙4smc,smc,181,181,35,35,24249.3,24268.5,19.2,20.035148514851482,-0.8351485148514826
smc_11-21-叙4smc,smc,182,183,28,28,24500.5,24518.1,17.6,20.035148514851482,-2.4351485148514804
smc_11-21-叙4smc,smc,183,184,52,52,24502.2,24529.2,27.0,20.035148514851482,6.964851485148518
smc_11-21-叙4smc,smc,184,185,47,47,24510.6,24530.4,19.8,20.035148514851482,-0.23514851485148114
smc_11-21-叙4smc,smc,185,186,44,44,24829.2,24846.2,17.0,20.035148514851482,-3.035148514851482
smc_11-21-叙4smc,smc,186,187,40,40,24829.3,24852.3,23.0,20.035148514851482,2.964851485148518
smc_11-21-叙4smc,smc,187,188,37,37,25126.9,25147.5,20.6,20.035148514851482,0.5648514851485196
smc_11-21-叙4smc,smc,188,189,45,45,25133.6,25152.8,19.2,20.035148514851482,-0.8351485148514826
smc_11-21-叙4smc,smc,189,190,52,52,25135.6,25156.6,21.0,20.035148514851482,0.9648514851485182
smc_11-21-叙4smc,smc,190,191,44,44,25454.8,25472.6,17.8,20.035148514851482,-2.235148514851481
smc_11-21-叙4smc,smc,191,192,35,35,25455.7,25476.1,20.4,20.035148514851482,0.36485148514851673
smc_11-21-叙4smc,smc,192,193,47,47,25776.6,25799.4,22.8,20.035148514851482,2.764851485148519
smc_11-21-叙4smc,smc,193,194,28,28,25784.1,25802.1,18.0,20.035148514851482,-2.035148514851482
smc_11-21-叙4smc,smc,194,195,52,52,25797.4,25818.0,20.6,20.035148514851482,0.5648514851485196
smc_11-21-叙4smc,smc,195,197,40,40,26193.3,26217.9,24.6,20.035148514851482,4.56485148514852
smc_11-21-叙4smc,smc,196,196,44,44,26195.0,26213.2,18.2,20.035148514851482,-1.8351485148514826
smc_11-21-叙4smc,smc,197,198,45,45,26680.4,26701.6,21.2,20.035148514851482,1.1648514851485174
smc_11-21-叙4smc,smc,198,199,37,37,26700.7,26724.7,24.0,20.035148514851482,3.964851485148518
smc_11-21-叙4smc,smc,199,200,52,52,26704.8,26727.6,22.8,20.035148514851482,2.764851485148519
smc_11-21-叙4smc,smc,200,201,35,35,27441.7,27464.9,23.2,20.035148514851482,3.1648514851485174
smc_11-21-叙4smc,smc,201,202,44,44,27452.4,27472.0,19.6,20.035148514851482,-0.43514851485148043
